tractcode,State,avg_tract_sales_volume_assets,POPULATION_2020,POP20_SQMI,SQMI,2022_Median_Household_Income,lat,long,total_population,unemployed,percent_unemployed,med_income,med_age,avg_dist_traveled_per_person_from_tract_to_business_in_miles,count_gas_stations,avg_gas_station_visits_on_weekday,avg_gas_station_visits_on_weekend,land_m
04027011503,AZ,9300.0,5386,4378.9,1.23,50529,32.6052161,-114.7024805,"48,936","1,832",3.74,"39,449",25.0,6.48,10,174.0,184.0,3204589.0
04021001900,AZ,21378.0,2415,55.3,43.68,45827,32.7930717,-111.6936186,"21,144",800,3.78,"39,603",33.0,18.63,15,508.0,501.0,1.13082132E8
04027001004,AZ,1579.0,2167,3385.9,0.64,27020,32.6768513,-114.6353116,"55,242","3,024",5.47,"24,240",37.0,2.44,2,205.0,166.0,1661743.0
04027011202,AZ,2740.0,1106,5.4,205.21,42437,32.7400573,-113.9309464,"1,608",83,5.16,"33,068",33.0,28.97,8,91.0,81.0,5.31528686E8
04021001500,AZ,4415.0,3270,281.2,11.63,36987,32.8650333,-111.7815759,"112,671","4,482",3.98,"33,189",32.0,17.0,7,83.0,62.0,3.0928484E7
04021001403,AZ,2539.0,4681,4634.7,1.01,50873,32.8831943,-111.7486405,"146,691","1,917",1.31,"41,166",33.0,10.77,7,164.0,112.0,2622433.0
04027000502,AZ,1184.0,2507,3741.8,0.67,56364,32.7089023,-114.6474156,"84,240","3,672",4.36,"56,937",53.0,2.81,5,171.0,171.0,1707036.0
04021001306,AZ,1411.0,5819,2852.5,2.04,65788,32.9044362,-111.7481245,"145,719","5,373",3.69,"55,467",33.0,11.01,3,397.0,386.0,5283123.0
04027000200,AZ,9817.0,3082,4892.1,0.63,42803,32.7172918,-114.6289246,"92,313","3,402",3.69,"46,990",38.0,2.39,10,241.0,308.0,1604891.0
16005001200,ID,3417.0,3362,2949.1,1.14,58590,42.9058344,-112.4541593,"101,061","2,484",2.46,"50,686",31.0,4.95,4,57.0,52.0,2873896.0
04027000100,AZ,13120.0,2093,1377.0,1.52,33500,32.7191878,-114.620211,"17,384",984,5.66,"32,116",35.0,2.67,2,333.0,426.0,3987684.0
04027000700,AZ,3069.0,3859,3137.4,1.23,30336,32.6875852,-114.6219391,"101,304","9,045",8.93,"31,743",30.0,1.97,16,230.0,226.0,3206928.0
04021001305,AZ,3225.0,6307,1534.5,4.11,58408,32.9161202,-111.7397391,"427,776","7,680",1.8,"54,491",37.0,13.75,8,245.0,230.0,1.0656905E7
04021000212,AZ,16327.0,7918,1824.4,4.34,62690,33.1297307,-111.5144136,"51,440","2,072",4.03,"59,580",34.0,21.99,4,100.0,112.0,1.1228998E7
16007950200,ID,1039.0,2727,5.0,543.63,71819,42.5099596,-111.4599089,"69,282",918,1.33,"66,602",47.0,63.96,4,41.0,65.0,1.305706967E9
04025001402,AZ,1727.0,3980,3.8,1051.01,48973,34.2927215,-112.4410611,"96,552","2,403",2.49,"46,993",63.0,27.86,4,57.0,99.0,2.719498436E9
16001000202,ID,407.0,6352,484.5,13.11,127106,43.6767259,-116.2351561,"355,136","7,808",2.2,"121,169",46.0,0.0,4,117.0,127.0,3.3914385E7
04025002001,AZ,1865.0,5190,2035.3,2.55,40564,34.7448958,-112.0304983,"133,218","4,239",3.18,"40,104",40.0,83.16,4,133.0,127.0,6611015.0
04019004725,AZ,3734.0,2957,1709.2,1.73,48307,32.3147114,-110.9699076,"26,760",888,3.32,"48,716",36.0,8.06,4,273.0,252.0,4482153.0
04021001100,AZ,1693.0,8146,518.2,15.72,63779,32.9661086,-111.5327094,"542,592","29,248",5.39,"57,724",35.0,26.43,4,235.0,170.0,4.0647456E7
16001010224,ID,7193.0,4246,2295.1,1.85,113206,43.7132862,-116.3363018,"4,755",41,0.86,"111,576",46.0,0.0,4,214.0,237.0,4763572.0
04025000604,AZ,2464.0,5016,4644.4,1.08,59761,34.6043992,-112.333314,"139,779","4,941",3.53,"53,825",46.0,73.42,4,252.0,269.0,2800931.0
04025001401,AZ,3475.0,2410,26.0,92.55,44538,34.2362165,-112.1420787,"2,791",15,0.54,"38,125",57.0,40.51,4,132.0,214.0,2.83942736E8
04021000315,AZ,2257.0,5072,2574.6,1.97,59285,33.4007907,-111.5202155,"141,939","7,155",5.04,"51,491",49.0,15.73,4,568.0,689.0,5095459.0
04027011405,AZ,12400.0,4535,7085.9,0.64,52331,32.4937982,-114.7651657,"47,696","1,376",2.88,"47,523",30.0,9.38,4,166.0,161.0,1644387.0
04027010913,AZ,4995.0,1173,126.1,9.3,48300,32.703274,-114.5659159,"1,457",94,6.45,"43,333",28.0,3.77,4,375.0,448.0,2.3770036E7
04025002100,AZ,5021.0,2331,1.5,1521.61,44674,35.1799763,-113.094362,"22,344",120,0.54,"38,272",48.0,91.31,4,182.0,214.0,3.942238574E9
04027010914,AZ,987.0,533,6.0,88.3,39953,32.8845238,-114.4569265,"5,472",256,4.68,"45,910",45.0,10.64,4,45.0,44.0,2.17272836E8
04021000316,AZ,2257.0,7422,602.9,12.31,88539,33.3674108,-111.4494603,"515,008","6,912",1.34,"77,809",66.0,19.27,4,246.0,283.0,3.1885034E7
04021000802,AZ,3145.0,5548,5.9,934.9,75930,32.8000084,-111.0697915,"153,036","2,484",1.62,"61,461",48.0,34.23,4,222.0,338.0,2.420476747E9
04019004710,AZ,5301.0,4323,2604.2,1.66,61141,32.2749273,-110.9052875,"100,305","1,782",1.78,"47,817",39.0,7.74,4,202.0,225.0,4308763.0
04021001407,AZ,3850.0,1795,243.6,7.37,48894,32.872225,-111.7185306,"18,376",832,4.53,"49,524",50.0,14.78,4,193.0,237.0,1.9097321E7
16001002000,ID,2353.0,6002,3469.4,1.73,44955,43.6006358,-116.2574477,"297,088","4,992",1.68,"39,177",36.0,0.0,4,166.0,104.0,4455507.0
16003950100,ID,1587.0,1836,4.7,392.78,55159,45.0199817,-116.3181613,"1,637",14,0.86,"54,292",51.0,0.0,4,153.0,222.0,1.012853852E9
16001002313,ID,367.0,4433,2878.6,1.54,69293,43.6010232,-116.3039662,"33,696","1,192",3.54,"61,908",39.0,0.0,4,119.0,47.0,3978933.0
16009950100,ID,4991.0,4672,11.4,410.96,53610,47.1075927,-116.5522545,"261,184","8,640",3.31,"51,308",50.0,0.0,4,73.0,57.0,1.061253763E9
04027001001,AZ,1184.0,2649,795.5,3.33,44442,32.6474793,-114.6349859,"62,775","2,727",4.34,"39,704",65.0,3.08,4,76.0,64.0,8631396.0
04027012100,AZ,256254.0,725,0.3,2513.06,59254,33.0903175,-113.996543,"8,936",104,1.16,"61,836",41.0,49.65,4,205.0,272.0,6.506572597E9
16009940000,ID,4559.0,4858,13.0,373.23,46730,47.3218938,-116.5965061,"632,125","21,125",3.34,"44,912",43.0,0.0,4,50.0,43.0,9.50816699E8
04021000400,AZ,2849.0,2418,66.6,36.31,38167,33.2835496,-111.1086163,"196,544","8,320",4.23,"30,233",55.0,42.43,4,231.0,299.0,9.4053424E7
16001000805,ID,814.0,3314,2958.9,1.12,147998,43.5715605,-116.1480304,"25,736",488,1.9,"110,799",43.0,0.0,4,79.0,49.0,2840175.0
04027000302,AZ,8267.0,3557,5646.0,0.63,23947,32.7135253,-114.6424926,"121,284","9,261",7.64,"20,274",33.0,2.77,4,107.0,113.0,1576632.0
16001000803,ID,326.0,4511,4957.1,0.91,83829,43.5696376,-116.1684148,"276,480","2,304",0.83,"80,761",40.0,0.0,4,54.0,40.0,2265689.0
04021000312,AZ,2821.0,3850,3969.1,0.97,50029,33.4112921,-111.5550524,"31,672",672,2.12,"41,391",45.0,14.31,4,91.0,78.0,2515241.0
04021000310,AZ,4636.0,3183,964.5,3.3,50796,33.4228329,-111.5195944,"28,480","1,384",4.86,"44,943",58.0,16.24,4,177.0,191.0,8541206.0
04019004713,AZ,1734.0,4005,916.5,4.37,114863,32.3425408,-110.9395536,"107,946","1,350",1.25,"93,720",56.0,8.9,4,296.0,229.0,1.0687922E7
04025002003,AZ,3924.0,4070,1583.7,2.57,50949,34.7346021,-112.0024446,"36,384",416,1.14,"42,173",48.0,80.2,4,128.0,126.0,6648057.0
16001001600,ID,1471.0,4642,3900.8,1.19,65091,43.5862082,-116.2111478,"128,763","3,969",3.08,"51,096",34.0,0.0,4,158.0,138.0,3084523.0
04021002200,AZ,1599.0,4068,7.1,572.82,53504,32.5580327,-110.7173582,"340,864","17,984",5.28,"55,509",49.0,27.08,4,101.0,114.0,1.482921756E9
04027000404,AZ,1579.0,4024,6097.0,0.66,28877,32.7157823,-114.6547477,"232,576","10,112",4.35,"24,850",42.0,3.83,4,98.0,91.0,1668671.0
04021000317,AZ,25035.0,2394,1197.0,2.0,54071,33.3912373,-111.5641179,"21,328","1,064",4.99,"46,084",70.0,11.79,4,696.0,722.0,5150055.0
16001000302,ID,1921.0,3432,4344.3,0.79,66679,43.6518985,-116.2435264,"27,000",336,1.24,"52,278",42.0,0.0,4,69.0,71.0,2041614.0
04021000206,AZ,4355.0,8458,935.6,9.04,85402,33.2055385,-111.5420838,"5,810",146,2.51,"72,601",44.0,15.93,4,485.0,493.0,2.3402046E7
04021000201,AZ,4354.0,5996,19.6,305.41,76852,33.3699361,-111.4094994,"42,384","1,568",3.7,"70,741",60.0,25.45,4,37.0,49.0,7.91042226E8
04025001801,AZ,2780.0,3259,242.8,13.42,60391,34.8480012,-111.7921147,"28,272",424,1.5,"56,311",59.0,88.29,4,102.0,99.0,3.4728667E7
04021001406,AZ,1885.0,4874,681.7,7.15,41925,32.8749206,-111.746233,"138,105","7,803",5.65,"35,406",35.0,10.33,4,292.0,284.0,1.7706487E7
16001001900,ID,408.0,5294,4812.7,1.1,75688,43.5930974,-116.2696944,"132,192","2,079",1.57,"61,213",40.0,0.0,4,110.0,81.0,2850146.0
04021941300,AZ,14150.0,3381,13.8,244.58,13340,33.1360688,-112.0019481,"15,304",888,5.8,"14,547",27.0,15.83,4,140.0,138.0,6.33176289E8
04025002002,AZ,5907.0,5195,473.6,10.97,54229,34.6916035,-111.9706392,"137,403","3,807",2.77,"46,598",46.0,79.76,4,201.0,212.0,2.8419334E7
16003950200,ID,2221.0,2543,2.6,976.73,51277,44.6223698,-116.346928,"19,680","1,072",5.45,"45,991",57.0,0.0,4,102.0,133.0,2.51679508E9
16001001100,ID,521.0,4966,2278.0,2.18,42209,43.6252995,-116.2406667,"112,725","1,998",1.77,"34,096",38.0,0.0,4,131.0,84.0,5528710.0
04021002400,AZ,1975.0,1420,2.4,596.87,46003,32.731397,-110.6418868,"66,447",837,1.26,"40,685",49.0,42.28,4,6.0,7.0,1.535532688E9
04025001300,AZ,2422.0,2191,4.2,524.94,78768,34.5733844,-113.1438803,"2,080",0,0.0,"61,899",27.0,75.72,4,77.0,62.0,1.358839841E9
16001010503,ID,14662.0,5452,21.3,256.43,104360,43.3304526,-116.0656972,"4,611",122,2.65,"91,250",34.0,0.0,4,388.0,409.0,6.59074508E8
04025000802,AZ,2053.0,3754,598.7,6.27,55046,34.5299637,-112.4514479,"27,952",496,1.77,"59,562",61.0,72.72,4,183.0,229.0,1.6256562E7
04021000319,AZ,5443.0,1677,45.6,36.79,52273,33.3445028,-111.4984879,"1,611",0,0.0,"50,208",71.0,16.53,4,123.0,108.0,9.5302935E7
16007950100,ID,1270.0,3645,7.2,505.98,58709,42.3504477,-111.3235511,"219,776","2,944",1.34,"51,468",36.0,72.03,4,81.0,80.0,1.221415981E9
04025001403,AZ,10016.0,3427,3.7,922.36,51390,34.3480756,-112.7613478,"29,232",664,2.27,"46,375",63.0,45.11,4,350.0,482.0,2.390285098E9
04027010907,AZ,13433.0,5428,1605.9,3.38,82558,32.6889795,-114.4327906,"157,896","1,593",1.01,"76,652",49.0,7.35,4,388.0,478.0,8642390.0
04025001703,AZ,2464.0,2595,207.4,12.51,67462,34.7837878,-111.7571743,"23,168",208,0.9,"61,204",61.0,85.95,4,325.0,450.0,3.2415089E7
04025001601,AZ,3595.0,6837,338.8,20.18,41396,34.5956188,-111.8766172,"178,335","2,754",1.54,"30,046",42.0,72.97,4,335.0,480.0,5.2264266E7
04021000700,AZ,6531.0,3114,150.1,20.75,47180,32.6056701,-110.6263279,"99,684","6,507",6.53,"40,788",49.0,29.64,4,95.0,108.0,5.367306E7
16001001500,ID,326.0,3821,3899.0,0.98,73691,43.5940347,-116.2283453,"103,167",972,0.94,"60,461",35.0,0.0,4,25.0,22.0,2556264.0
04021000204,AZ,4232.0,13220,1291.0,10.24,91557,33.2840726,-111.5710265,"97,176","1,648",1.7,"77,833",43.0,13.18,4,481.0,519.0,2.6536864E7
04027000901,AZ,4087.0,3431,5624.6,0.61,53216,32.6873599,-114.646297,"26,016",344,1.32,"47,530",38.0,2.39,4,164.0,167.0,1572038.0
16001002412,ID,407.0,3975,1356.7,2.93,70021,43.6688085,-116.3271041,"33,728",216,0.64,"56,373",49.0,0.0,4,161.0,132.0,7004863.0
16011940000,ID,8944.0,3009,8.5,351.96,47501,43.0639902,-112.4924558,"21,144","1,960",9.27,"39,733",31.0,15.91,4,160.0,170.0,9.08997008E8
04027011107,AZ,6693.0,3061,319.5,9.58,88907,32.640705,-114.5639547,"66,042","1,242",1.88,"72,000",31.0,5.22,4,327.0,252.0,2.4914381E7
04027000902,AZ,2775.0,2859,5718.0,0.5,52293,32.6875168,-114.6547301,"24,624",720,2.92,"53,088",32.0,2.91,4,100.0,98.0,1301832.0
04025001701,AZ,5229.0,6013,157.2,38.26,65967,34.7482017,-111.9254314,"167,589","4,995",2.98,"62,661",57.0,80.75,4,99.0,101.0,9.908323E7
04021000309,AZ,2116.0,3118,2078.7,1.5,53023,33.4189544,-111.5545726,"28,776",832,2.89,"42,318",59.0,15.64,4,210.0,226.0,3878737.0
04021001000,AZ,2217.0,4802,335.6,14.31,44686,32.9658172,-111.5190762,"120,501","5,265",4.37,"36,886",35.0,28.5,4,153.0,135.0,3.6959985E7
16001000701,ID,12947.0,5020,4563.6,1.1,82198,43.6067384,-116.1871895,"152,793",837,0.55,"68,105",39.0,0.0,4,107.0,94.0,2787585.0
16001001800,ID,952.0,4794,3424.3,1.4,70901,43.5830614,-116.2378168,"120,690","3,510",2.91,"56,437",41.0,0.0,4,189.0,117.0,3558752.0
16001002100,ID,15894.0,2070,115.0,18.0,85451,43.5414973,-116.2259108,"15,248",368,2.41,"77,484",44.0,0.0,4,595.0,566.0,4.6243948E7
16001002223,ID,0.0,4988,3281.6,1.52,107065,43.5857798,-116.3240049,"4,985",101,2.03,"96,700",38.0,0.0,4,78.0,85.0,3923502.0
04027000402,AZ,10333.0,3704,3036.1,1.22,44962,32.7093487,-114.6804185,"87,318","4,509",5.16,"40,794",32.0,3.75,4,208.0,209.0,3148072.0
04027000600,AZ,592.0,5096,6533.3,0.78,47282,32.7045256,-114.6392872,"621,625","33,625",5.41,"42,806",38.0,2.42,1,0.0,0.0,0.0
16005940000,ID,12016.0,2141,11.7,182.69,54735,42.9954023,-112.6089187,"15,296",920,6.01,"42,524",42.0,15.33,6,0.0,0.0,0.0
16005001000,ID,0.0,3116,5108.2,0.61,48405,42.877234,-112.4364111,"85,833","5,724",6.67,"43,348",28.0,6.4,4,0.0,0.0,0.0
04021000902,AZ,1129.0,2240,617.1,3.63,54624,33.0177338,-111.4041698,"2,741",178,6.49,"41,563",37.0,30.91,4,0.0,0.0,0.0
04025000608,AZ,2559.0,3543,1719.9,2.06,56757,34.633342,-112.3178134,"33,600","1,272",3.79,"52,667",47.0,76.38,4,0.0,0.0,0.0
04019004717,AZ,1601.0,2231,1110.0,2.01,125398,32.3313811,-110.8879109,"14,584",376,2.58,"96,118",62.0,8.94,4,0.0,0.0,0.0
04027011501,AZ,1184.0,2007,52.0,38.63,35948,32.6024904,-114.7894746,"146,496","7,104",4.85,"33,108",30.0,8.56,4,0.0,0.0,0.0
04021001200,AZ,1089.0,4173,46.0,90.72,61757,32.9159871,-111.6098141,"39,304","1,880",4.78,"52,215",44.0,20.15,4,0.0,0.0,0.0
16001001201,ID,1139.0,3463,4223.2,0.82,77099,43.6301747,-116.2688114,"26,728",512,1.92,"54,238",44.0,0.0,4,0.0,0.0,0.0
04019003400,AZ,1690.0,5537,4292.2,1.29,61675,32.2120554,-110.9043222,"756,875","35,250",4.66,"58,720",35.0,5.23,5,145.0,129.0,3345066.0
04019000700,AZ,1134.0,4981,4016.9,1.24,47051,32.2185682,-110.9395921,"351,552","10,240",2.91,"45,988",44.0,5.39,4,154.0,138.0,3219653.0
04019001600,AZ,3208.0,3608,4008.9,0.9,76845,32.255485,-110.9406148,"430,750","5,500",1.28,"77,979",42.0,5.39,8,136.0,105.0,2334102.0
04019003704,AZ,2667.0,4375,7675.4,0.57,42502,32.137634,-110.9728195,"40,008","2,480",6.2,"33,395",30.0,6.45,2,60.0,59.0,1469431.0
04019004122,AZ,2071.0,4056,3144.2,1.29,42198,32.1414071,-110.9370743,"4,026",325,8.07,"37,644",26.0,6.27,6,107.0,86.0,3328485.0
04019004316,AZ,2934.0,3106,3.1,998.63,51024,31.7171909,-111.4152564,"93,231","3,996",4.29,"45,320",51.0,25.09,4,60.0,58.0,2.584820013E9
04019004117,AZ,3251.0,6164,3350.0,1.84,44383,32.155345,-110.9317283,"51,464","1,664",3.23,"42,628",25.0,6.71,16,320.0,295.0,4741570.0
04019004322,AZ,2656.0,6341,3034.0,2.09,62752,32.1163953,-111.0335341,"175,338","7,047",4.02,"61,018",36.0,8.0,4,109.0,122.0,5411157.0
04019004619,AZ,2667.0,3413,1273.5,2.68,84031,32.375577,-110.9941698,"26,960",256,0.95,"78,367",47.0,8.62,2,180.0,169.0,6802771.0
04019004333,AZ,2667.0,3894,775.7,5.02,74187,32.1513189,-111.0859195,"3,545",111,3.13,"60,760",35.0,9.73,2,242.0,248.0,1.3008468E7
04019004642,AZ,1956.0,4918,793.2,6.2,109513,32.4342704,-110.9529792,"4,170",84,2.01,"101,736",62.0,10.96,8,217.0,186.0,1.6039896E7
04019001802,AZ,1867.0,2278,5297.7,0.43,39243,32.235204,-110.9177505,"60,615","2,754",4.54,"33,793",32.0,5.74,4,76.0,60.0,1126134.0
04019003303,AZ,1867.0,4088,3524.1,1.16,42063,32.2165578,-110.865699,"102,735","5,967",5.81,"46,450",40.0,5.8,8,238.0,211.0,3004756.0
04019002604,AZ,2055.0,3707,3902.1,0.95,25299,32.2673344,-110.978139,"28,296","1,080",3.82,"21,068",29.0,6.47,6,409.0,307.0,2467708.0
04019004510,AZ,1601.0,4195,5908.5,0.71,31710,32.2847112,-110.9695935,"29,088","3,288",11.3,"28,933",27.0,8.68,4,142.0,129.0,1842776.0
04019004313,AZ,6415.0,4529,75.3,60.15,46500,32.0061984,-111.2994138,"287,232","9,664",3.36,"46,120",45.0,22.24,1,177.0,170.0,1.55793392E8
04019004647,AZ,3859.0,3835,4123.7,0.93,80514,32.3453887,-111.0505839,"107,406","3,699",3.44,"70,615",39.0,7.72,5,276.0,273.0,2398893.0
04019002201,AZ,2714.0,3151,2405.3,1.31,39268,32.1648954,-110.9480798,"96,174","6,507",6.77,"36,179",35.0,5.99,19,237.0,206.0,3402486.0
04019004317,AZ,5168.0,3160,2179.3,1.45,44981,31.8959546,-110.9904852,"70,254","2,214",3.15,"40,959",74.0,12.41,1,139.0,91.0,3743827.0
04019004613,AZ,2126.0,4017,2464.4,1.63,49396,32.3187114,-111.0425683,"110,538","4,752",4.3,"52,519",38.0,8.4,10,460.0,519.0,3998966.0
04019002400,AZ,2401.0,5397,4460.3,1.21,34810,32.1736601,-110.9669565,"695,625","32,375",4.65,"26,632",32.0,5.33,9,111.0,120.0,3130488.0
04019004067,AZ,2534.0,2898,4081.7,0.71,57175,32.2393092,-110.8479844,"20,792",448,2.15,"54,514",49.0,5.42,6,399.0,347.0,1851359.0
04019004068,AZ,2668.0,4869,3121.2,1.56,56787,32.2233333,-110.8526699,"124,848","1,431",1.15,"49,997",49.0,6.21,5,169.0,153.0,4057575.0
04019004419,AZ,4725.0,5798,155.1,37.38,55273,32.469573,-111.3104694,"175,122","2,808",1.6,"49,076",46.0,20.5,1,129.0,153.0,9.6665363E7
04019004506,AZ,2384.0,5076,3760.0,1.35,40099,32.2992412,-111.0164584,"146,691","6,156",4.2,"34,378",37.0,7.01,4,56.0,63.0,3435211.0
04019004038,AZ,1734.0,3040,6080.0,0.5,54040,32.1809865,-110.8280642,"82,863",891,1.08,"56,679",39.0,6.47,5,130.0,129.0,1297755.0
04019004008,AZ,3201.0,4799,4999.0,0.96,58658,32.2020312,-110.8456612,"529,125","20,125",3.8,"52,811",40.0,5.66,4,580.0,580.0,2496895.0
04019004043,AZ,1601.0,3989,3989.0,1.0,97906,32.2137769,-110.7853271,"33,288",952,2.86,"91,795",44.0,6.67,5,169.0,167.0,2584014.0
04019004326,AZ,3012.0,4054,694.2,5.84,71184,31.9323604,-110.9733153,"3,756",16,0.43,"60,107",31.0,11.63,5,627.0,618.0,1.5121168E7
04019004624,AZ,4234.0,6024,4897.6,1.23,73865,32.3487582,-111.0385759,"163,404","7,992",4.89,"70,020",40.0,7.48,9,276.0,301.0,3190280.0
04019004056,AZ,1334.0,2274,3032.0,0.75,75735,32.1890491,-110.801102,"17,128",320,1.87,"60,250",39.0,6.18,4,233.0,216.0,1935092.0
04019004069,AZ,3451.0,4060,5075.0,0.8,42640,32.2161784,-110.8181489,"232,384","11,392",4.9,"45,712",41.0,5.27,4,271.0,206.0,2067353.0
04019004072,AZ,2784.0,2461,5127.1,0.48,49114,32.2276876,-110.8110436,"2,416",26,1.08,"40,772",34.0,7.19,9,74.0,74.0,1256188.0
04019004312,AZ,2134.0,5659,2774.0,2.04,55167,32.1546211,-111.0172136,"400,704","6,080",1.52,"53,379",37.0,7.52,4,143.0,166.0,5277471.0
04019003901,AZ,2001.0,1993,2730.1,0.73,48523,32.1550234,-110.9860435,"2,041",99,4.85,"45,231",37.0,5.82,1,201.0,237.0,1897095.0
04019004505,AZ,2134.0,3961,5352.7,0.74,36461,32.2761188,-110.9965714,"123,984","5,508",4.44,"31,233",40.0,6.18,12,61.0,52.0,1913435.0
04019004513,AZ,2134.0,3151,7161.4,0.44,47905,32.2818765,-110.9989038,"71,577","3,132",4.38,"42,018",45.0,6.9,4,219.0,154.0,1145771.0
04019004116,AZ,1067.0,2593,5291.8,0.49,45007,32.1384937,-110.9029842,"2,579",131,5.08,"41,068",23.0,7.66,2,51.0,32.0,1270474.0
04019002505,AZ,3043.0,6876,7162.5,0.96,43822,32.1544181,-111.0055753,"178,416","4,806",2.69,"41,135",29.0,6.96,6,138.0,147.0,2495607.0
04019004616,AZ,1867.0,4496,2676.2,1.68,75378,32.31069,-111.0032124,"4,132",163,3.94,"55,731",33.0,7.77,4,217.0,200.0,4363410.0
04019004511,AZ,3201.0,4607,7430.6,0.62,39750,32.2774358,-110.9695628,"121,149","4,050",3.34,"39,947",35.0,4.63,8,193.0,181.0,1613445.0
04019003004,AZ,1334.0,2053,2851.4,0.72,62956,32.2526024,-110.8611149,"12,944",512,3.96,"45,221",47.0,5.58,1,70.0,59.0,1873947.0
04019003102,AZ,2534.0,3900,4936.7,0.79,35836,32.2360727,-110.8817535,"238,592","8,192",3.43,"35,626",47.0,4.56,13,380.0,319.0,2034671.0
04019003002,AZ,3753.0,4686,4549.5,1.03,46354,32.2406687,-110.8622536,"310,720","7,424",2.39,"42,445",40.0,5.67,1,138.0,120.0,2669144.0
04019004057,AZ,3201.0,4768,3612.1,1.32,75847,32.1872332,-110.785542,"121,905","3,618",2.97,"63,786",46.0,7.11,2,433.0,466.0,3421713.0
04019001100,AZ,2092.0,2591,5397.9,0.48,37560,32.2330319,-110.9975342,"23,136","1,112",4.81,"33,079",39.0,4.87,14,60.0,64.0,1251297.0
04019002702,AZ,1867.0,4992,3961.9,1.26,56454,32.2740097,-110.9395268,"122,310","5,643",4.61,"42,033",36.0,6.32,6,199.0,156.0,3262295.0
04019002000,AZ,1867.0,6640,3550.8,1.87,45476,32.2038718,-110.9215075,"2,172,219","73,059",3.36,"47,219",45.0,5.33,4,236.0,190.0,4848457.0
04019002100,AZ,2834.0,6205,2651.7,2.34,43785,32.1839178,-110.9233321,"763,250","21,375",2.8,"42,096",32.0,5.19,10,200.0,178.0,6069337.0
04019002504,AZ,3201.0,5518,6812.3,0.81,44850,32.1666449,-110.9990608,"160,515","3,456",2.15,"38,252",32.0,6.47,1,817.0,921.0,2100244.0
04019002901,AZ,2134.0,5829,5829.0,1.0,43745,32.2560557,-110.9054728,"790,875","36,750",4.65,"36,868",34.0,5.33,4,52.0,49.0,2581273.0
04019004033,AZ,2267.0,4152,8304.0,0.5,43843,32.1883153,-110.8451939,"34,448","1,792",5.2,"41,120",33.0,4.69,6,233.0,210.0,1286468.0
04019002300,AZ,2134.0,4613,4478.6,1.03,27033,32.2003766,-110.9707403,"1,943,781","109,074",5.61,"29,661",33.0,5.23,1,32.0,31.0,2657432.0
04019004321,AZ,3201.0,4569,5192.0,0.88,58429,32.1261524,-111.0407523,"41,984",576,1.37,"54,250",28.0,7.76,2,507.0,560.0,2288898.0
04019004049,AZ,1867.0,3144,3144.0,1.0,67725,32.2124579,-110.7959059,"22,856",368,1.61,"54,074",42.0,5.69,1,40.0,36.0,2589800.0
04019004115,AZ,2134.0,6672,5424.4,1.23,35855,32.1510744,-110.9225029,"208,089","11,664",5.61,"32,556",27.0,6.77,8,139.0,129.0,3179814.0
04019001200,AZ,2992.0,3575,2262.7,1.58,40105,32.2446962,-111.0030714,"31,472","2,432",7.73,"39,563",28.0,7.27,11,464.0,482.0,4075121.0
04019004031,AZ,3184.0,4069,4571.9,0.89,74528,32.2540775,-110.825706,"30,416","1,024",3.37,"63,438",48.0,5.65,1,314.0,249.0,2292435.0
04019004042,AZ,2134.0,4966,4966.0,1.0,77131,32.2247772,-110.781098,"41,288","1,152",2.79,"67,033",35.0,6.61,4,181.0,213.0,2595830.0
04019004074,AZ,1334.0,1885,493.5,3.82,100504,32.0862173,-110.7888611,"1,907",41,2.15,"88,654",37.0,9.53,2,354.0,341.0,9899711.0
04019004035,AZ,3201.0,3582,4422.2,0.81,52294,32.1885253,-110.8212883,"100,386","3,510",3.5,"49,460",45.0,6.51,1,201.0,182.0,2034732.0
04019003304,AZ,8468.0,3411,4672.6,0.73,57884,32.2194041,-110.8798996,"86,292","2,160",2.5,"64,728",39.0,6.15,1,182.0,72.0,1901657.0
04019003903,AZ,2992.0,3144,3532.6,0.89,54522,32.1306204,-110.9815216,"27,776","1,712",6.16,"52,535",35.0,7.61,1,578.0,663.0,2293921.0
04019003705,AZ,2268.0,5315,5262.4,1.01,39893,32.1303831,-110.9727867,"172,179","9,018",5.24,"34,779",30.0,7.76,8,214.0,199.0,2605071.0
04019004512,AZ,1423.0,4198,3020.1,1.39,43981,32.2940575,-111.0030336,"111,564","5,103",4.57,"34,729",45.0,6.35,7,94.0,56.0,3594271.0
04019004062,AZ,1334.0,8543,543.8,15.71,99807,32.0765828,-110.7438548,"7,049",193,2.74,"94,261",30.0,9.72,2,369.0,377.0,4.0682723E7
04019004646,AZ,1431.0,4688,2604.4,1.8,88109,32.3553965,-111.0550055,"36,784",280,0.76,"78,541",35.0,8.53,4,357.0,382.0,4664651.0
04019000800,AZ,2134.0,2053,1669.1,1.23,52418,32.2166624,-110.9590501,"13,640",712,5.22,"49,011",40.0,7.48,1,106.0,25.0,3193895.0
04019002602,AZ,1867.0,5199,6418.5,0.81,36788,32.2634358,-110.9579498,"300,992","18,752",6.23,"30,413",37.0,6.26,4,376.0,310.0,2095778.0
04019003003,AZ,2092.0,4523,5725.3,0.79,38890,32.2475859,-110.8659548,"117,153","5,319",4.54,"47,459",48.0,5.03,8,108.0,79.0,2053859.0
