tractcode,State,avg_tract_sales_volume_assets,POPULATION_2020,POP20_SQMI,SQMI,2022_Median_Household_Income,lat,long,total_population,unemployed,percent_unemployed,med_income,med_age,avg_dist_traveled_per_person_from_tract_to_business_in_miles,count_gas_stations,avg_gas_station_visits_on_weekday,avg_gas_station_visits_on_weekend,land_m
04019003503,AZ,1956.0,4342,6784.4,0.64,42304,32.1978181,-110.8795158,"115,776","5,454",4.71,"42,568",35.0,5.19,8,75.0,72.0,1656457.0
04019004034,AZ,1334.0,3667,7971.7,0.46,45803,32.1821765,-110.8481422,"31,232","1,488",4.76,"40,299",29.0,5.7,1,24.0,31.0,1200562.0
04019000200,AZ,1867.0,4035,5380.0,0.75,31789,32.2207307,-110.9912317,"128,277","8,127",6.34,"43,054",34.0,5.66,1,160.0,171.0,1944693.0
04019004430,AZ,3608.0,3274,146.2,22.4,63188,32.4568056,-111.2259687,"24,704",352,1.42,"54,477",30.0,16.9,2,342.0,406.0,5.7641656E7
04019004407,AZ,1601.0,5925,4086.2,1.45,46381,32.1854711,-111.0068356,"48,000","2,928",6.1,"36,701",32.0,5.88,8,233.0,229.0,3727285.0
04019004617,AZ,2667.0,3249,4219.5,0.77,50522,32.3160512,-110.9843774,"19,992",752,3.76,"45,511",49.0,8.49,7,141.0,113.0,1996666.0
04019001700,AZ,2134.0,2909,5387.0,0.54,64522,32.262506,-110.9310222,"75,789","2,295",3.03,"51,272",39.0,5.78,5,142.0,127.0,1408868.0
04019003702,AZ,1868.0,6997,6303.6,1.11,33458,32.1368004,-110.9520999,"447,808","22,144",4.94,"30,428",28.0,5.72,8,185.0,161.0,2886415.0
04019004423,AZ,2667.0,4108,145.4,28.26,58860,32.3524163,-111.1744479,"36,536",512,1.4,"55,171",46.0,11.81,3,126.0,119.0,7.1862683E7
04019004070,AZ,3201.0,3273,7438.6,0.44,36793,32.2181478,-110.8095605,"79,056","4,239",5.36,"49,120",39.0,6.04,6,405.0,403.0,1144433.0
04019001302,AZ,2181.0,2089,3264.1,0.64,18099,32.2455762,-110.9786448,"14,064",952,6.77,"16,288",44.0,7.99,6,138.0,110.0,1669094.0
04019004426,AZ,2001.0,2673,1392.2,1.92,76700,32.3480443,-111.0872629,"2,638",55,2.08,"61,771",36.0,9.31,16,400.0,378.0,4848776.0
04019004058,AZ,4234.0,4393,1676.7,2.62,66267,32.1697878,-110.7985553,"109,647","4,185",3.82,"60,122",43.0,7.77,4,73.0,77.0,6787515.0
04019004623,AZ,2001.0,6316,2770.2,2.28,85906,32.3655242,-111.0378835,"51,176","2,208",4.31,"76,602",45.0,9.21,4,278.0,270.0,5837050.0
04019001801,AZ,1369.0,5540,5893.6,0.94,36825,32.2461985,-110.9218414,"1,027,080","33,480",3.26,"41,005",44.0,5.76,4,26.0,22.0,2429820.0
04019002802,AZ,2401.0,3885,7770.0,0.5,37932,32.2614822,-110.9119808,"108,540","4,995",4.6,"30,616",34.0,5.71,4,195.0,170.0,1292586.0
04019001304,AZ,3451.0,5244,8323.8,0.63,26399,32.2530289,-110.9749602,"350,336","23,616",6.74,"25,693",32.0,5.68,4,382.0,222.0,1622243.0
04017960500,AZ,18150.0,3618,3.6,1010.68,53793,35.07961,-110.2839243,"38,328","1,600",4.17,"50,149",30.0,0.0,4,763.0,873.0,2.607555181E9
04019004073,AZ,2667.0,6077,673.0,9.03,94629,32.1175136,-110.8293175,"42,632","1,560",3.66,"80,744",36.0,8.48,4,238.0,266.0,2.6292942E7
04019004644,AZ,2401.0,2579,1417.0,1.82,80465,32.3688821,-111.0576095,"2,848",119,4.18,"71,181",35.0,9.34,4,227.0,238.0,4717609.0
04017960200,AZ,2991.0,3498,9.0,390.34,38866,34.8593086,-110.2031814,"99,549","2,106",2.12,"35,270",41.0,0.0,4,66.0,71.0,1.010707476E9
04019004061,AZ,3201.0,5242,15.5,337.21,107621,32.1497484,-110.5710527,"5,005",211,4.22,"88,832",50.0,17.3,4,34.0,35.0,8.73856088E8
04019004114,AZ,2401.0,4834,104.2,46.38,42022,32.0709713,-110.9449806,"39,728","2,832",7.13,"43,787",31.0,11.39,4,197.0,211.0,1.20173295E8
04019003707,AZ,1201.0,3679,6235.6,0.59,38949,32.1508956,-110.9565205,"26,568",744,2.8,"37,069",29.0,5.41,4,183.0,159.0,1522818.0
04017960400,AZ,17674.0,3580,27.3,131.01,42076,35.0286158,-110.6967317,"227,328","7,872",3.46,"49,747",34.0,0.0,4,320.0,339.0,3.39104755E8
04017960600,AZ,3437.0,4453,149.4,29.8,42417,35.0306109,-110.7161825,"111,348","3,780",3.39,"45,553",35.0,0.0,4,113.0,95.0,7.7168415E7
04017964201,AZ,3849.0,1864,213.8,8.72,43448,34.3982755,-110.5705332,"11,800",632,5.36,"39,925",62.0,94.68,4,187.0,272.0,2.2589816E7
04019004635,AZ,3051.0,5188,1950.4,2.66,102222,32.4025441,-111.0043422,"40,288","1,968",4.88,"94,197",56.0,10.31,4,263.0,244.0,6889100.0
04019004626,AZ,2934.0,3574,5498.5,0.65,45753,32.3420563,-111.0248308,"31,176","1,192",3.82,"40,182",30.0,7.49,4,257.0,251.0,1686701.0
04019004615,AZ,2401.0,3377,1639.3,2.06,100242,32.3300005,-110.9857069,"26,616",200,0.75,"84,375",54.0,9.48,4,281.0,239.0,5335844.0
04019004026,AZ,1467.0,5600,918.0,6.1,84425,32.1961856,-110.753649,"155,223","2,754",1.77,"86,596",48.0,6.9,4,142.0,153.0,1.5809395E7
04019004625,AZ,3201.0,2030,2360.5,0.86,63968,32.3552377,-111.0170728,"15,648",88,0.56,"55,329",35.0,9.4,4,776.0,735.0,2219966.0
04019004327,AZ,2117.0,5257,124.2,42.34,65830,31.9120781,-110.9931019,"38,368",680,1.77,"55,345",49.0,12.36,4,229.0,241.0,1.09649286E8
04017963800,AZ,3457.0,4508,31.0,145.31,50394,34.428026,-110.172321,"37,216","2,376",6.38,"45,453",45.0,95.05,4,92.0,89.0,3.76275109E8
04019004048,AZ,1601.0,4577,4531.7,1.01,64671,32.2245721,-110.8024565,"110,700","1,917",1.73,"58,528",44.0,6.41,4,190.0,174.0,2605951.0
04019003802,AZ,3279.0,4839,4320.5,1.12,39503,32.1608064,-110.9775004,"341,568","6,336",1.85,"33,924",37.0,5.63,4,306.0,316.0,2897038.0
04019004630,AZ,3028.0,2162,1120.2,1.93,72328,32.388118,-111.0635509,"1,936",70,3.62,"62,750",41.0,10.12,4,448.0,313.0,5011508.0
04019004425,AZ,2634.0,6305,16.8,374.72,63349,32.3465727,-111.263248,"161,784","9,072",5.61,"55,022",47.0,20.89,4,426.0,409.0,9.70589318E8
04019004610,AZ,2934.0,6655,4108.0,1.62,78051,32.316071,-111.0178179,"181,251","3,510",1.94,"70,336",35.0,8.36,4,338.0,295.0,4256183.0
04019004051,AZ,1334.0,5103,400.9,12.73,117008,32.2739939,-110.7155976,"133,110",864,0.65,"119,230",56.0,9.71,4,89.0,103.0,3.2975298E7
04019004053,AZ,3310.0,3084,1105.4,2.79,88510,32.2680055,-110.8008927,"23,480",824,3.51,"84,617",48.0,8.09,4,182.0,226.0,7223138.0
04019002703,AZ,2134.0,3484,5530.2,0.63,39770,32.2684939,-110.9480588,"106,488","3,105",2.92,"42,050",25.0,7.93,4,101.0,73.0,1634688.0
04019004307,AZ,5928.0,3389,1526.6,2.22,46062,31.8460093,-110.9919979,"192,384","4,224",2.2,"40,373",73.0,9.72,4,56.0,41.0,5666031.0
04017963300,AZ,2121.0,5090,18.0,282.88,50837,34.6049842,-110.2274278,"127,629","4,860",3.81,"46,958",27.0,0.0,4,83.0,64.0,7.32038763E8
04019003502,AZ,2490.0,4327,4507.3,0.96,41410,32.2033008,-110.877728,"514,375","11,875",2.31,"42,899",40.0,6.09,4,287.0,238.0,2492262.0
04019004412,AZ,2401.0,3292,1285.9,2.56,70884,32.2689559,-111.0359754,"26,616",264,0.99,"63,261",42.0,9.86,4,120.0,123.0,6634017.0
04017961300,AZ,3467.0,3454,637.3,5.42,44626,34.1549582,-109.9949918,"81,243","2,349",2.89,"50,592",42.0,91.71,4,86.0,84.0,1.3572296E7
04019000100,AZ,534.0,930,3100.0,0.3,38474,32.2213755,-110.9668256,"7,168",88,1.23,"31,904",34.0,6.08,4,0.0,0.0,0.0
04019004063,AZ,2401.0,7483,1020.9,7.33,96763,32.1387607,-110.7687946,"6,910",98,1.42,"89,890",32.0,7.94,1,0.0,0.0,0.0
04017964202,AZ,782.0,1559,2.8,557.28,44969,34.4058906,-110.5058876,"1,783",98,5.5,"38,385",49.0,95.8,4,0.0,0.0,0.0
04019003302,AZ,1867.0,4130,4130.0,1.0,70267,32.217738,-110.8535265,"264,832","7,232",2.73,"55,858",41.0,4.65,4,0.0,0.0,0.0
04019004404,AZ,2134.0,3500,2631.6,1.33,47810,32.1921566,-111.0848588,"85,644",216,0.25,"40,950",67.0,8.93,4,0.0,0.0,0.0
04019002801,AZ,1334.0,2206,5013.6,0.44,28489,32.2676881,-110.9142263,"16,256","1,248",7.68,"23,181",33.0,5.31,4,0.0,0.0,0.0
04019004311,AZ,2134.0,4216,996.7,4.23,79916,32.1563806,-111.0461221,"293,760","3,968",1.35,"72,543",41.0,9.23,4,0.0,0.0,0.0
04019001900,AZ,2134.0,3850,1915.4,2.01,76277,32.2266407,-110.9278422,"233,472","4,800",2.06,"70,763",42.0,5.23,4,0.0,0.0,0.0
04019004418,AZ,5334.0,3429,326.9,10.49,106786,32.2874536,-111.0494238,"28,344",560,1.98,"90,319",51.0,9.54,4,0.0,0.0,0.0
04013814600,AZ,4827.0,5755,2892.0,1.99,86886,33.328505,-111.7470178,"137,376","2,862",2.08,"67,793",31.0,6.25,8,135.0,117.0,5329279.0
04013815300,AZ,2635.0,4031,2687.3,1.5,162972,33.3028918,-111.7813344,"30,176",432,1.43,"167,556",40.0,6.5,5,290.0,221.0,4847570.0
04013723305,AZ,16079.0,2486,4.9,509.3,48640,32.9421719,-112.7180732,"20,888",664,3.18,"33,555",29.0,37.56,1,304.0,333.0,1.318874577E9
04013618800,AZ,2062.0,5349,10916.3,0.49,41160,33.6443012,-112.0943939,"315,008","8,512",2.7,"34,211",34.0,6.45,7,163.0,166.0,1258101.0
04013617900,AZ,1146.0,2742,2980.4,0.92,87195,33.6455319,-112.1900931,"22,624","1,016",4.49,"75,289",48.0,5.79,4,357.0,375.0,2389134.0
04013614800,AZ,3436.0,4194,5518.4,0.76,61186,33.672812,-112.0874397,"106,191","1,863",1.75,"57,799",37.0,7.97,5,447.0,332.0,1973896.0
04013618600,AZ,1833.0,4938,5548.3,0.89,61612,33.6505366,-112.1020638,"141,669","5,724",4.04,"53,776",35.0,6.2,6,65.0,47.0,2295575.0
04013618100,AZ,8045.0,4415,4204.8,1.05,94761,33.6508732,-112.1647896,"121,041","3,024",2.5,"77,682",44.0,5.89,1,476.0,610.0,2713802.0
04013616100,AZ,11493.0,3905,7231.5,0.54,74019,33.6676572,-112.1585911,"99,063","4,779",4.82,"65,940",36.0,6.55,1,381.0,375.0,1398374.0
04013811600,AZ,9194.0,4450,4450.0,1.0,105231,33.3029662,-111.8114623,"120,177","2,295",1.91,"85,643",41.0,6.79,1,266.0,268.0,2598747.0
04013617400,AZ,10128.0,7573,2847.0,2.66,56788,33.6467747,-112.3030218,"882,875","17,375",1.97,"51,323",66.0,7.35,14,409.0,339.0,6780967.0
04013617500,AZ,1833.0,3977,3131.5,1.27,56097,33.6450032,-112.2573615,"230,720","2,176",0.94,"46,255",69.0,6.27,4,80.0,72.0,3252438.0
04013814900,AZ,4310.0,3143,2152.7,1.46,110650,33.3137347,-111.7813827,"23,832",624,2.62,"100,683",34.0,6.68,2,109.0,106.0,3766807.0
04013812300,AZ,2749.0,4961,5011.1,0.99,125353,33.2728296,-111.8500852,"132,543","1,944",1.47,"114,747",35.0,8.0,2,935.0,977.0,2557277.0
04013810000,AZ,1146.0,3251,3038.3,1.07,126044,33.3293353,-111.958637,"2,949",19,0.64,"111,691",34.0,6.56,5,278.0,213.0,2781472.0
04013619400,AZ,3367.0,4884,9768.0,0.5,57372,33.6458663,-112.0438745,"154,899","1,539",0.99,"45,498",35.0,6.56,1,244.0,238.0,1295292.0
04013815100,AZ,688.0,5506,5243.8,1.05,111287,33.3176393,-111.7271289,"44,328",872,1.97,"100,800",31.0,7.11,13,433.0,411.0,2544273.0
04013811200,AZ,5747.0,3511,3053.0,1.15,81748,33.2986622,-111.8852453,"2,871",38,1.32,"73,617",30.0,6.84,1,373.0,369.0,2710766.0
04013617700,AZ,1724.0,3473,3371.8,1.03,58847,33.6489974,-112.22499,"95,580","1,188",1.24,"77,943",33.0,6.99,9,1639.0,2139.0,2676742.0
04013814700,AZ,2749.0,4576,4669.4,0.98,109831,33.3321569,-111.7297955,"32,272",456,1.41,"100,432",37.0,7.01,4,764.0,634.0,2547642.0
04013619700,AZ,1948.0,3404,6303.7,0.54,69155,33.6534089,-111.9911626,"108,135","5,913",5.47,"75,838",36.0,6.55,4,207.0,181.0,1408302.0
04013614500,AZ,2520.0,4696,3427.7,1.37,72001,33.6952474,-112.1237641,"274,112","3,264",1.19,"63,854",31.0,7.34,5,137.0,120.0,3535941.0
04013723307,AZ,8045.0,2146,291.6,7.36,106194,33.3693212,-112.4319377,"2,022",32,1.58,"89,417",41.0,10.94,1,491.0,506.0,1.9055502E7
04013613800,AZ,1375.0,4199,2936.4,1.43,111658,33.6884494,-112.2454349,"34,664",336,0.97,"109,036",41.0,6.56,8,834.0,749.0,3714447.0
04013813300,AZ,8045.0,6713,3373.4,1.99,162248,33.2411183,-111.7810102,"46,592",320,0.69,"157,969",38.0,8.22,1,743.0,781.0,5123304.0
04013523104,AZ,1833.0,6782,6714.9,1.01,61934,33.2983094,-111.8444286,"392,704","14,464",3.68,"53,775",30.0,6.42,8,48.0,49.0,2610432.0
04013611800,AZ,7890.0,6761,6761.0,1.0,104183,33.7019689,-112.1388266,"454,016","14,272",3.14,"88,477",36.0,7.29,8,338.0,328.0,2577142.0
04013523006,AZ,6971.0,5689,5689.0,1.0,74668,33.3169668,-111.8634341,"378,240","10,112",2.67,"64,887",33.0,5.95,9,183.0,162.0,2598528.0
04013810600,AZ,1375.0,6794,4923.2,1.38,105412,33.3168288,-111.9244112,"424,640","3,456",0.81,"98,527",41.0,6.06,5,190.0,164.0,3561800.0
04013814500,AZ,3101.0,5232,5232.0,1.0,113719,33.3248448,-111.7683822,"323,840","13,056",4.03,"102,345",36.0,6.81,1,197.0,186.0,2587675.0
04013617600,AZ,3561.0,6285,6546.9,0.96,75012,33.6475067,-112.2407368,"362,240","6,976",1.93,"73,734",41.0,6.15,9,292.0,285.0,2475563.0
04013610600,AZ,2749.0,6367,1798.6,3.54,108995,33.8097191,-112.1262085,"388,416","12,544",3.23,"113,121",43.0,10.08,6,172.0,260.0,9179753.0
04013810400,AZ,2699.0,5413,2577.6,2.1,95182,33.3161597,-111.9676766,"313,024","7,232",2.31,"94,097",41.0,6.62,5,286.0,280.0,5401803.0
04013616700,AZ,1833.0,5315,5536.5,0.96,78205,33.660256,-112.0697878,"141,237","3,591",2.54,"68,505",38.0,7.01,5,165.0,137.0,2475485.0
04013619900,AZ,2978.0,6066,4560.9,1.33,118790,33.6443613,-111.9642897,"409,408","3,712",0.91,"119,515",39.0,5.82,2,709.0,783.0,3437757.0
04013616500,AZ,2749.0,3838,4920.5,0.78,57707,33.6583375,-112.1041237,"96,957","2,538",2.62,"56,807",33.0,6.91,2,373.0,269.0,2012363.0
04013611200,AZ,2749.0,6566,3474.1,1.89,156092,33.7038938,-112.2108604,"170,775","3,969",2.32,"145,732",37.0,7.7,5,1739.0,2125.0,4906254.0
04013612500,AZ,5860.0,4440,1688.2,2.63,140136,33.7951425,-111.987841,"116,181","1,539",1.32,"124,300",46.0,9.01,6,193.0,177.0,6822789.0
04013811100,AZ,6896.0,3673,3786.6,0.97,87764,33.2982927,-111.9026265,"2,977",167,5.61,"71,402",34.0,6.91,1,391.0,422.0,2537583.0
04013811900,AZ,5747.0,5838,5507.5,1.06,112904,33.2876478,-111.8630589,"382,080","18,816",4.92,"124,832",41.0,6.98,3,274.0,242.0,2738674.0
04013619500,AZ,5747.0,5561,5561.0,1.0,74295,33.6514711,-112.0178804,"164,079","2,889",1.76,"70,499",39.0,6.08,1,121.0,98.0,2588572.0
04013612600,AZ,0.0,2397,4700.0,0.51,97498,33.7612698,-111.9920578,"19,552",376,1.92,"87,428",42.0,8.39,2,166.0,163.0,1327101.0
04013612000,AZ,8045.0,4400,774.6,5.68,162495,33.7872015,-112.0784639,"3,423",35,1.02,"150,829",43.0,10.16,5,52.0,43.0,1.4696688E7
04013812400,AZ,2640.0,7909,1239.7,6.38,102010,33.2686292,-111.8045642,"41,656",328,0.79,"99,434",35.0,7.51,4,336.0,302.0,1.6522198E7
04013980400,AZ,1146.0,14,9.3,1.51,0,33.2980736,-111.9587909,13,2,15.38,null,22.0,9.47,17,123.0,80.0,3915499.0
04013615600,AZ,6413.0,3891,3269.7,1.19,60095,33.6629054,-112.2455567,"79,866",378,0.47,"54,072",61.0,6.66,5,580.0,607.0,3075261.0
04013814300,AZ,3099.0,4595,4688.8,0.98,102873,33.3260746,-111.7941413,"32,000",152,0.48,"92,197",33.0,6.46,4,181.0,152.0,2527771.0
04013612800,AZ,2062.0,2444,2875.3,0.85,127092,33.7467964,-111.9875678,"2,335",36,1.54,"102,425",46.0,7.91,2,391.0,400.0,2193739.0
04013614700,AZ,2203.0,3094,538.1,5.75,44088,33.6888681,-112.073096,"80,379","1,728",2.15,"37,772",43.0,7.57,4,236.0,161.0,1.4918047E7
04013813000,AZ,3790.0,6077,2688.9,2.26,138185,33.2406545,-111.8523693,"41,344",280,0.68,"137,880",52.0,7.4,3,409.0,315.0,5853662.0
04013523103,AZ,1833.0,6567,6502.0,1.01,76901,33.3025412,-111.8635708,"368,064","8,128",2.21,"61,628",37.0,6.48,1,423.0,349.0,2616517.0
04013613500,AZ,3436.0,4321,4236.3,1.02,78029,33.6708323,-112.2849456,"35,592",920,2.58,"68,504",48.0,6.94,1,803.0,849.0,2594025.0
04013941000,AZ,13791.0,3540,30.8,114.9,45210,33.2618494,-112.051481,"25,528","1,296",5.08,"36,641",29.0,13.61,2,61.0,47.0,2.97557717E8
04013618200,AZ,3290.0,3928,7856.0,0.5,64714,33.6509356,-112.147595,"33,144","1,032",3.11,"57,046",34.0,6.99,7,579.0,534.0,1305209.0
04013616800,AZ,2520.0,5865,6173.7,0.95,73521,33.6584875,-112.0612716,"333,696","6,016",1.8,"75,145",40.0,6.96,1,951.0,763.0,2469400.0
04013813400,AZ,1833.0,4825,2388.6,2.02,125327,33.2114082,-111.8324826,"28,560",432,1.51,"138,602",41.0,8.59,4,402.0,358.0,5219077.0
04013613300,AZ,1833.0,6892,471.7,14.61,134316,33.7240914,-111.9483997,"938,375","31,250",3.33,"130,505",42.0,8.19,8,231.0,188.0,3.7876889E7
04013614900,AZ,2749.0,4213,1880.8,2.24,95426,33.6782336,-112.0411145,"115,371","3,402",2.95,"94,750",35.0,9.08,2,1214.0,984.0,5699345.0
04013618900,AZ,1833.0,6858,6927.3,0.99,64456,33.6449793,-112.0787613,"866,750","31,000",3.58,"59,784",41.0,6.4,1,324.0,296.0,2571784.0
04013616400,AZ,1833.0,6300,5384.6,1.17,71246,33.6614322,-112.1205474,"741,500","8,750",1.18,"72,866",47.0,6.8,2,1254.0,1315.0,3039168.0
04013817000,AZ,2291.0,3955,1318.3,3.0,134076,33.2414034,-111.6431174,"28,408",608,2.14,"108,835",40.0,9.65,4,1116.0,1126.0,7772321.0
04017940302,AZ,1563.0,3116,23.0,135.52,32304,33.7134158,-109.9318449,"24,912","2,408",9.67,"30,867",28.0,98.84,4,15.0,9.0,3.49918674E8
04013615300,AZ,1833.0,2085,2004.8,1.04,55017,33.6597474,-112.3007253,"1,983",7,0.35,"43,125",70.0,6.42,4,151.0,151.0,2684392.0
04015951601,AZ,3771.0,3768,3730.7,1.01,37833,35.1184985,-114.6080049,"92,394","2,943",3.19,"37,531",55.0,0.0,4,397.0,435.0,2243102.0
04015940400,AZ,16754.0,1250,1.8,683.45,47205,35.7257711,-113.6308782,"1,480",71,4.8,"36,063",31.0,0.0,4,27.0,14.0,1.765782499E9
04013811400,AZ,4250.0,5325,5378.8,0.99,100547,33.3098512,-111.8196201,"324,288","2,944",0.91,"88,795",39.0,6.73,4,221.0,202.0,2579338.0
04015953200,AZ,8776.0,2998,378.1,7.93,65291,34.4614817,-114.3179356,"79,650","1,566",1.97,"71,398",64.0,96.63,4,73.0,93.0,1.1730244E7
04013613700,AZ,2749.0,5646,6204.4,0.91,104531,33.6703115,-112.2473733,"132,597","1,134",0.86,"102,161",37.0,6.66,4,1139.0,1017.0,2236794.0
04015951800,AZ,3037.0,3431,2350.0,1.46,36722,35.0902919,-114.6191822,"230,592","11,520",5.0,"37,844",44.0,0.0,4,74.0,74.0,3648438.0
04015950703,AZ,6058.0,4055,3754.6,1.08,37242,35.259231,-114.0324079,"32,064","1,592",4.97,"35,447",47.0,0.0,4,215.0,194.0,2807022.0
04017942500,AZ,4538.0,4808,138.3,34.76,38458,36.6965507,-110.277912,"44,432","1,408",3.17,"32,397",27.0,0.0,4,138.0,131.0,8.9659062E7
04013817300,AZ,1375.0,5561,2794.5,1.99,75989,33.2266333,-111.8646789,"148,095",810,0.55,"63,761",74.0,6.48,4,262.0,174.0,5136543.0
04015952004,AZ,1806.0,4172,1181.9,3.53,52632,35.0150222,-114.5844219,"3,737",192,5.14,"44,131",46.0,0.0,4,481.0,468.0,9936988.0
04013614300,AZ,1833.0,3023,610.7,4.95,122629,33.6727894,-112.1832027,"84,024","2,349",2.8,"116,442",54.0,6.65,4,246.0,219.0,1.2409426E7
04015952600,AZ,4653.0,3427,599.1,5.72,53236,34.504823,-114.3419414,"84,105","3,699",4.4,"41,394",50.0,97.87,4,201.0,232.0,8562561.0
04013610500,AZ,2520.0,7316,587.6,12.45,115449,33.8352439,-112.0913825,"465,344","9,152",1.97,"99,027",53.0,11.58,4,228.0,217.0,3.2163989E7
04013611300,AZ,1833.0,7346,338.1,21.73,84279,33.7917368,-112.1090245,"52,544",928,1.77,"84,088",34.0,10.61,4,607.0,551.0,5.6135262E7
04013523102,AZ,1604.0,5752,5752.0,1.0,59434,33.3025592,-111.8305968,"149,580","5,130",3.43,"57,999",30.0,6.33,4,308.0,270.0,2600168.0
04017940015,AZ,2232.0,4071,4.9,834.5,35889,35.3550533,-110.5457326,"122,769","9,153",7.46,"28,998",35.0,0.0,4,30.0,24.0,2.160371377E9
04017940100,AZ,893.0,4282,4.9,878.5,35737,34.1838162,-110.4144568,"38,552","2,472",6.41,"32,839",25.0,94.77,4,130.0,160.0,2.275148677E9
04015952400,AZ,2278.0,3176,27.1,117.2,50421,34.5707494,-114.2906964,"22,072",912,4.13,"46,842",62.0,97.84,4,336.0,406.0,2.95659735E8
04013816700,AZ,0.0,2634,2438.9,1.08,132473,33.2572261,-111.6776263,"2,174",43,1.98,"128,106",28.0,8.45,4,398.0,341.0,2839851.0
04015951401,AZ,8776.0,4132,707.5,5.84,57603,35.1738915,-114.5299083,"33,736","1,144",3.39,"50,697",59.0,0.0,4,147.0,200.0,1.5195603E7
04013611700,AZ,2749.0,6545,2241.4,2.92,143036,33.7052555,-112.1697768,"459,584","6,272",1.36,"120,760",45.0,7.6,4,587.0,614.0,7559773.0
04015951501,AZ,2903.0,4157,1791.8,2.32,44866,35.1046131,-114.5868628,"256,128","7,680",3.0,"43,886",54.0,0.0,4,128.0,169.0,5993101.0
04013614200,AZ,1833.0,4732,2354.2,2.01,109703,33.6737091,-112.1910105,"128,358","4,050",3.16,"98,811",48.0,6.51,4,376.0,374.0,5115788.0
04013980500,AZ,1833.0,0,0.0,1.38,0,33.2439248,-111.8863309,0,0,0.0,null,0.0,11.08,4,458.0,364.0,3584287.0
04015951900,AZ,8346.0,4204,1133.2,3.71,57404,35.0538859,-114.6003552,"107,055","1,917",1.79,"50,971",55.0,0.0,4,179.0,181.0,9266141.0
04013616600,AZ,2520.0,5698,5814.3,0.98,67812,33.6583151,-112.0956323,"385,600","15,616",4.05,"58,594",39.0,6.36,4,197.0,173.0,2537641.0
04013611600,AZ,0.0,3099,1791.3,1.73,152237,33.715668,-112.1517283,"23,280",216,0.93,"141,841",46.0,7.94,4,379.0,377.0,4477163.0
04017940012,AZ,1340.0,2643,3.3,796.82,44108,36.0383191,-110.6137878,"3,190",158,4.95,"39,032",35.0,0.0,4,27.0,16.0,2.063321293E9
04013616300,AZ,5054.0,2125,2043.3,1.04,100940,33.6637508,-112.1458829,"2,216",64,2.89,"83,185",47.0,6.55,4,83.0,79.0,2683258.0
04013815800,AZ,1833.0,6465,5931.2,1.09,108764,33.2851685,-111.6952782,"51,888",472,0.91,"89,013",29.0,7.19,4,1076.0,975.0,2836127.0
04013618400,AZ,2062.0,4022,7056.1,0.57,60250,33.6510616,-112.1202061,"30,864","1,336",4.33,"55,338",35.0,6.87,4,293.0,262.0,1488787.0
04015953602,AZ,7898.0,2718,297.4,9.14,41593,35.203787,-114.0682503,"90,504","1,809",2.0,"35,206",40.0,0.0,4,180.0,203.0,2.3132158E7
04013941100,AZ,13099.0,43,1.2,35.11,0,33.2338075,-111.9576919,25,0,0.0,null,44.0,13.33,4,620.0,587.0,9.0378183E7
04013811700,AZ,4019.0,4646,4600.0,1.01,79276,33.3028562,-111.7941212,"119,826","1,917",1.6,"67,686",43.0,6.41,4,127.0,120.0,2574405.0
04013817600,AZ,1833.0,6885,397.1,17.34,107247,33.311807,-111.6313607,"2,527",39,1.54,"96,199",41.0,11.18,4,542.0,465.0,4.5013898E7
04013941300,AZ,9235.0,6334,74.5,85.01,46111,33.4969438,-111.8437221,"494,528","50,304",10.17,"38,776",39.0,7.23,4,272.0,242.0,2.12603926E8
04017940013,AZ,5163.0,3790,4.1,914.04,34181,35.7923866,-110.1757512,"140,130","4,698",3.35,"26,658",36.0,0.0,4,4.0,6.0,2.365823441E9
04013616900,AZ,3676.0,4396,4147.2,1.06,78778,33.6680621,-112.0343384,"107,757",648,0.6,"64,961",42.0,7.11,4,114.0,108.0,2753675.0
04013817200,AZ,1375.0,7797,753.3,10.35,126603,33.2160335,-111.6083964,"457,024","9,856",2.16,"118,531",41.0,10.42,4,229.0,194.0,2.6709591E7
04017960100,AZ,6318.0,1813,8.7,208.78,56438,35.0823669,-110.0053042,"13,824",320,2.31,"55,092",39.0,0.0,4,387.0,476.0,5.40786373E8
04013812900,AZ,0.0,3363,4544.6,0.74,152688,33.2390719,-111.8692301,"2,840",91,3.2,"117,386",44.0,7.92,4,183.0,167.0,1922045.0
04015953800,AZ,3236.0,6659,2430.3,2.74,51482,35.2049707,-114.0444588,"164,214","8,316",5.06,"43,110",42.0,0.0,4,131.0,129.0,7596561.0
04015950401,AZ,2253.0,1781,7.6,235.54,30765,35.5651109,-114.1928314,"17,776",40,0.23,"27,954",58.0,0.0,4,237.0,294.0,6.10023383E8
04013810700,AZ,1833.0,7543,7776.3,0.97,84333,33.3140187,-111.8957227,"452,352","8,000",1.77,"76,188",35.0,6.73,4,93.0,88.0,2512819.0
04015950705,AZ,9873.0,4117,1247.6,3.3,44990,35.2574697,-113.9769172,"121,095","3,105",2.56,"35,464",46.0,0.0,4,98.0,77.0,8555097.0
04015940501,AZ,2925.0,2736,96.8,28.27,50763,34.9177052,-114.6136327,"65,529","1,377",2.1,"35,634",64.0,0.0,4,46.0,41.0,7.0753978E7
04013619100,AZ,1146.0,3893,29946.2,0.13,45548,33.6460963,-112.0633333,"26,672",720,2.7,"47,853",29.0,6.0,1,0.0,0.0,0.0
